nro_llamado,titulo,fecha_inicio,fecha_fin,tipo_tarea,tipo_vinculo,tiempo_contrato,descripcion,requisitos,recepcion_postulaciones,recepcion_consultas,telefono_consultas,organismo,comentario_interes
6715/2020,Asistente Clínica Psiquátrica - Universidad de la República - Facultad de Medicina,10/12/2020,10/09/2020,Docentes,Presupuestado,,"Tareas docentes correspondientes al cargo en efectividad de Asistente, Gr. 2 de Clínica Psiquiátrica","Al momento de la inscripción los interesados deberán presentar los formularios que se detallan a continuación:– Solicitud de inscripción, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Declaración Jurada y Compromiso de cargo, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Relación de Méritos, Sólo se considerarán a efectos de su evaluación los méritos incluídos en la relación. Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Título de Doctor en Medicina Deben escanear o sacarle foto de ambos lados con el celular y adjuntar como pdf.","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy",no se recepcionan consultas telefónicas,Universidad de la República - Facultad de Medicina,"IMPORTANTE La relación de méritos tiene valor de declaración jurada. A los postulantes les llegará una comunicación del Dpto. de Concursos indicando en que forma y cuando deben presentar los méritos, luego de confirmada su inscripción.IMPORTANTE:Por resolución adoptada por el Consejo de Facultad de Medicina de fecha 24.10.01, nro. 20 ""Dado lo prolongado de los trámites de expedición de títulos, el Consejo podrá autorizar la inscripción a los concursos para la provisión titular de Grado. 2 de Materias de Diagnóstico y Tratamiento Especializado y Materias Clínicas, a aquellos egresados de la carrera de Doctor en Medicina que tengan en trámite el Título, dejando constancia que en el caso de ser ganadores eventuales no podrán tomar posesión del cargo hasta no tener efectivamente el Título correspondiente, habilitado por el Ministerio de Salud Pública. Las solicitudes deberán realizarse en cada caso en Sección Concursos: - Que no hayan transcurrido más de doce años entre la fecha en que se está en condiciones de obtener el título de Doctor en Medicina y el momento de la inscripción (modificado por resolución del C.D.C. con fecha 9.6.92). - Quienes hubieran ocupado en efectividad un cargo de grado II no podrán volver a concursar por un cargo análogo en la misma disciplina."
6716/2020,Prof. Adj. de la Clínica Psiquiátrica - Universidad de la República - Facultad de Medicina,10/12/2020,10/09/2020,Docentes,Presupuestado,,Tareas docentes correspondientes al cargo en efectividad de Prof. Adjunto Gr. 3 de la Clínica Psiquiátrica,"Al momento de la inscripción los interesados deberán presentar los formularios que se detallan a continuación:– Solicitud de inscripción, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Declaración Jurada y Compromiso de cargo, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Relación de Méritos, Sólo se considerarán a efectos de su evaluación los méritos incluídos en la relación. Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy",no se recepcionan consultas telefónicas,Universidad de la República - Facultad de Medicina,"IMPORTANTE La relación de méritos tiene valor de declaración jurada. A los postulantes les llegará una comunicación del Dpto. de Concursos indicando en que forma y cuando deben presentar los méritos, luego de confirmada su inscripción.Los formularios se podrán descargar del siguiente enlace: http://www.fmed.edu.uy/concursos/formulariosLos mismos deberán presentarse completados en computadora. NO SE RECIBIRÁN INSCRIPCIONES FUERA DE PLAZO Y HORARIO ESTABLECIDOS BAJO NINGÚN CONCEPTO, SE TENDRÁ EN CUENTA EL HORARIO EN QUE SE RECIBIÓ EL MAIL RESPECTIVO. SE RECOMIENDA NO ENVIAR LA DOCUMENTACIÓN EL ÚLTIMO DÍA DE INSCRIPCIONES."
6717/2020,Prof. Adj Coord carr. Obstetra Partera - Universidad de la República - Facultad de Medicina,10/12/2020,10/09/2020,Docentes,Presupuestado,,"Tareas docentes correspondientes al cargo en efectividad de Prof. Adjunto Gr. 3, coordinador de la carrera Obstetra-Parteras","Al momento de la inscripción los interesados deberán presentar los formularios que se detallan a continuación:– Solicitud de inscripción, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Declaración Jurada y Compromiso de cargo, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Relación de Méritos, Sólo se considerarán a efectos de su evaluación los méritos incluídos en la relación. Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy",no se recepcionan consultas telefónicas,Universidad de la República - Facultad de Medicina,"IMPORTANTE La relación de méritos tiene valor de declaración jurada. A los postulantes les llegará una comunicación del Dpto. de Concursos indicando en que forma y cuando deben presentar los méritos, luego de confirmada su inscripción.Los formularios se podrán descargar del siguiente enlace: http://www.fmed.edu.uy/concursos/formulariosLos mismos deberán presentarse completados en computadora."
6741/2020,CONTADOR - REGISTRO ASPIRANTES - Administración de Servicios de Salud del Estado - Centro Departamental de Cerro Largo,05/10/2020,21/09/2020,Profesionales,Contratado,18 meses sujeto a evaluación,VER BASES,Ser ciudadano/a Natural ó Legal.Título de Contador.Curriculum Vitae con documentación probatoria (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier EntidadPública y que revistan gravedad (al momento de la contratación).Experiencia ó Formación en Contabilidad Pública y/o Administración Pública y/o Patrimonial.,Oficina de Recursos Humanos del Centro Departamental de Cerro Largo Treinta y Tres Nº 226 Horario de 10:30 a 13:00 Hrs.,Oficina de Recursos Humanos del Centro Departamental de Cerro Largo Treinta y Tres Nº 226 Horario de 10:30 a 13:00 Hrs.,4642 7644,Administración de Servicios de Salud del Estado - Centro Departamental de Cerro Largo,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la Función y Evaluación de desempeño.Presentar original y fotocopia de:Cédula de Identidad y Credencial CívicaTítulo habiliatnte.Curriculum Vitae con documentación probatoria de méritos y antecedentes."
6742/2020,SUPLENTE CONTADOR - Administración de Servicios de Salud del Estado - Centro Departamental de Cerro Largo,05/10/2020,21/09/2020,Profesionales,Contratado,SUPLENCIAS,VER BASES,Ser ciudadano/a Natural ó Legal.Título de Contador.Curriculum Vitae con documentación probatoria (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier EntidadPública y que revistan gravedad (al momento de la contratación).Experiencia ó Formación en Contabilidad Pública y/o Administración Pública y/o Patrimonial.,Oficina de Recursos Humanos del Centro Departemnetal de Cerro Largo Treinta y Tres Nº 226 Horario de 10:30 a 13:00hrs.,Oficina de Recursos Humanos del Centro Departemnetal de Cerro Largo Treinta y Tres Nº 226 Horario de 10:30 a 13:00hrs.,4642 7644,Administración de Servicios de Salud del Estado - Centro Departamental de Cerro Largo,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la Función y Evaluación de desempeño.Presentar original y fotocopia de:Cédula de Identidad y Credencial CívicaTítulo habilitante.Curriculum Vitae con documentación probatoria de méritos y antecedentes."
6748/2020,REGISTRO ASPIRANTES INTERNISTA o POSGRAD - Administración de Servicios de Salud del Estado - Direc.Sistema de Atención Integral Personas Privad. Libertad,05/10/2020,21/09/2020,Profesionales,Contratado,18 MESES SUJETO A EVALUACIÓN,VER BASES ADJUNTAS,Ser ciudadano/a Natural o Legal.Título de Médico Internista registrado y habilitado en el M.S.P ó Título de Médico General en iguales condiciones cursando Posgrado o Residencia en Medicina Interna con constancia de la cátedra.Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº 18.591 - Art 2)Curriculum Vitae foliado con documentación probatoria (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación),Oficina de Recursos Humanos del Sistema de Atención de las Personas Privadas de Libertad sito en Camino Colmán s/n esq. Pororó desde el día 21 de Setiembre al 05 de Octubre de 2020 en el horario de 9 a 12 horas.,Oficina de Recursos Humanos del Sistema de Atención de las Personas Privadas de Libertad sito en Camino Colmán s/n esq. Pororó desde el día 21 de Setiembre al 05 de Octubre de 2020 en el horario de 9 a 12 horas.,23206341,Administración de Servicios de Salud del Estado - Direc.Sistema de Atención Integral Personas Privad. Libertad,"Se valorará: Escolaridad, capacitación complementaria, Antigüedad en lafunción y evaluación de desempeño.Inscripción: presentar original y fotocopia de:Cédula de Identidad y Credencial Cívica.Título registrado y habilitado en MSP.Curriculum Vitae con documentación probatoria de meritos y antecedentes."
6749/2020,Llam. Nº 025/2020 - Profesor Agregado - Universidad de la República - Facultad de Psicología,13/11/2020,15/09/2020,Docentes,Presupuestado,,"Tareas de enseñanza de grado y posgrado. Investigación, Extensión y Gestión.","1) Curriculum completo (formato Régimen de Dedicación Total).2) Una propuesta escrita que incluya concepción del cargo (concepción sobre docencia universitaria y funciones inherentes al cargo) y un plan de actividades con integralidad de funciones (enseñanza de grado y posgrado, capacidad de gestión de recursos humanos, investigación y extensión) orientado al desarrollo y fortalecimiento de las líneas académicas y trayecto formativo de grado del Instituto de Psicología, Educación y Desarrollo Humano.",Facultad de Psicología. Tristán Narvaja 1674 - MONTEVIDEO,concursos@psico.edu.uy,concursos@psico.edu.uy,Universidad de la República - Facultad de Psicología,"SE VALORARÁ:• Título de Licenciada/o en Psicología.• Estudio de posgrado, título de Maestría y/o estudios avanzados de Doctorado o Título de Doctor en Psicología/Educación.• Trayectoria científico - académica en el campo de la Psicología y la educación, con participación en proyectos de investigación y publicaciones científicas.• Experiencia en enseñanza de grado y posgrado y formación de recursos relacionado con las temáticas que se abordan en el itinerario del IPEDH.• Experiencia en extensión y/o actividades en el medio relacionadas con el campo de articulación de la Psicología y la Educación.• Experiencia de relacionamiento académico con grupos e instituciones a nivel nacional e internacional."
6750/2020,MED.GENERAL VARIAS LOCAL. Reg Aspirantes - Administración de Servicios de Salud del Estado - Red de At.Primaria de Lavalleja,19/10/2020,28/09/2020,Profesionales,Contratado,18 MESES SUJETO A EVALUACION,VER BASES,Ser ciudadano/a Natural ó Legal. Título de Médico General registrado y habilitado por el M.S.P. Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº 18.591 - Art. 2º) Curriculum Vitae con documentación probatoria foliado (méritos y antecedentes). No poseer antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).,Oficina de Recursos Humanos Red de Atención Primaria de Lavalleja sito en Batlle Nº 700 Lunes a viernes de 08:00 a 13:00 hs.,Oficina de Recursos Humanos Red de Atención Primaria de Lavalleja sito en Batlle Nº 700 Lunes a viernes de 08:00 a 13:00 hs.,44431525,Administración de Servicios de Salud del Estado - Red de At.Primaria de Lavalleja,"Escolaridad, Capacitación complementaria, Antigüedad en la función y Evaluación de Desempeño Al momento de la inscripción presentar original y fotocopia de: Cédula de Identidad y Credencial Cívica. Título registrado y habilitado en MSP. Curriculum vitae con documentación probatoria de méritos y antecedentes."
6751/2020,AUX.DE ENFERMERIA-REGISTRO DE ASPIRANTES - Administración de Servicios de Salud del Estado - Centro Auxiliar Chuy,05/10/2020,21/09/2020,Asistente/Auxiliar,Contratado,18 meses sujeto a evaluacion.,Ver bases adjuntas.,Ser ciudadano/a Natural o Legal.Título de Auxiliar de Enfermería habilitado y registrado en el MSP.Curriculum Vitae con documentación probatoria (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad al momento de la contratación.Haber prestado Juramento de Fdelidad a la Bandera,"Oficina de Personal del Centro Auxiliar Chuy, Santa Teresa S/N, entre Rio Olimar y Rio Cebollati, en el horario de 10:00 a 13:00.","Oficina de Personal del Centro Auxiliar Chuy, Santa Teresa S/N, entre Rio Olimar y Rio Cebollati, en el horario de 10:00 a 13:00.",44743050,Administración de Servicios de Salud del Estado - Centro Auxiliar Chuy,"Se valorará:Escolaridad, capacitación complementaria, Antiguedad en la función y Evaluación de desempeño.Disponibilidad horaria.Residencia en la zona.Experiencia en la función.Al momento de la inscripción presentar original y fotocopia de : Cédula de Identidad y Credencial Cívica.Título registrado y habilitado en el MSP."
6752/2020,SUPLENTE AUXILIAR DE ENFERMERIA - Administración de Servicios de Salud del Estado - Centro Auxiliar Chuy,05/10/2020,21/09/2020,Asistente/Auxiliar,Contratado,Suplencias,Ver bases adjuntas.,Ser ciudadano/a Natural o Legal.Titulo de Auxiliar de Enfermería habilitado y registrado en el MSP.Curriculum Vitae con documentación probatoria foliada (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad al momento de la contratación.Haber prestado Juramento de Fidelidad a la Bandera.,"Oficina de Personal del Centro Auxiliar Chuy, Santa Teresa S/N, entre Río Olimar y Río Cebollatí, en el horario de 10:00a 13:00 horas.","Oficina de Personal del Centro Auxiliar Chuy, Santa Teresa S/N, entre Río Olimar y Río Cebollatí, en el horario de 10:00a 13:00 horas.",44743050,Administración de Servicios de Salud del Estado - Centro Auxiliar Chuy,"Se valorara:Escolaridad, Capacitación complementaria, Antiguedad en la función y evaluación de desempeño.Dsiponibilidad horaria.Residencia en la zona.Experiencia en la función.Al momento de la inscripción presentat original y fotocopia de: Cédula de Identidad y Credencial Cívica.Título registrado y habilitado en el MSP.Curriculum Vitae y documentación probatoria de méritos y antecedentes."
6754/2020,AUX. ADMIINISTRATIVO- REG. ASPIRANTES - Administración de Servicios de Salud del Estado - Red de At.Primaria de Rivera,05/10/2020,21/09/2020,Administrativas,Contratado,18 MESES PREVIO EVALUACIÓN DESEMEPEÑO,VER BASES ADJUNTAS,"Ser ciudadano/a Natural ó Legal.Título de Bachillerato en Administración, Bachillerato Profesional en Administración/Educación Media en Administración o equivalente de Instituciones Privadas. Disponibilidad horaria.Curriculum Vitae con documentación probatoria foliado (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad, (al momento de la contratación).Experiencia o formación a nivel Operador PC.","Departamento de Recursos Humanos del Red de Atención Primaria de Rivera sito en calle Dr. Anollés Nº786, en el horario de 8:00 a 12:00hs.","Departamento de Recursos Humanos del Red de Atención Primaria de Rivera sito en calle Dr. Anollés Nº786, en el horario de 8:00 a 12:00hs.",46241787,Administración de Servicios de Salud del Estado - Red de At.Primaria de Rivera,"Se valorará: Escolaridad, capacitación complementaria, antigüedad en la función y evaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial Cívica.Título habilitante o escolaridad de UTU con Constancia de Egresado expedida por el Departamento de Trayectoria Educativa.Curriculum Vitae y documentación probatoria de méritos y antecedentes."
6762/2020,Llamado a Beca - Universidad de la República - Facultad de Agronomí­a,05/10/2020,21/09/2020,Docentes,,De la toma de posesión y por 1 año.,Carpeta Nro. 10.269 (021130-001878-20),"Carpeta Nro. 10.269 (021130-001878-20)1 (un) Becario de la Carrera de Licenciado en Bibliotecología, con sueldo equivalente a grado 1 (30 hs sem., Montevideo) al amparo de la Ordenanza de Becarios de la Universidad de la República aprobada en el año 2002, a partir de la toma de posesión y por el término de 1 (un) año. Financiado con fondos no asignados a unidades ni Dptos., 30% (financiación 1.1 - llave presupuestal 200 010 102)",Facultad de Agronomía - Sección Concursos,Facultad de Agronomía - Sección Concursos,concurso@fagro.edu.uy,Universidad de la República - Facultad de Agronomí­a,"""...La presente convocatoria se enmarca en la Política de Calidad con equidad de género que el Consejo de Facultad de Agronomía aprobó (Resolución 541 del 09.05.2016), la que promueve la integración de mujeres y varones en todos los cargos sin discriminación alguna en este servicio""."
6763/2020,Provisión Honoraria - Universidad de la República - Facultad de Agronomí­a,05/10/2020,21/09/2020,Docentes,,De la toma de posesión y por 1 año.,CARPETA Nro. 10.270 (021745-001560-20),"CARPETA Nro. 10.270 (021745-001560-20)2 (dos) cargos de Ayudante Honorario del Dpto. de Protección Vegetal - GD Malherbología (10 hs sem. cada uno, EEMAC), a partir de la toma de posesión y por el término de 1 (un) año.",Facultad de Agronomía - Sección Concursos,Facultad de Agronomía - Sección Concursos,concurso@fagro.edu.uy,Universidad de la República - Facultad de Agronomí­a,"""...La presente convocatoria se enmarca en la Política de Calidad con equidad de género que el Consejo de Facultad de Agronomía aprobó (Resolución 541 del 09.05.2016), la que promueve la integración de mujeres y varones en todos los cargos sin discriminación alguna en este servicio""."
6764/2020,SUPLENTE AUXILIAR DE FARMACIA CASTILLOS - Administración de Servicios de Salud del Estado - Red de At.Primaria de Rocha,07/10/2020,17/09/2020,Asistente/Auxiliar,Contratado,SUPLENCIAS,VER BASES,"Ser ciudadano/a Natural ó Legal.Certificado de Auxiliar de Farmacia registrado y habilitado por MSPCurriculum Vitae con documentación probatoria foliada (méritos, antecedentes).No poseer antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).Haber prestado Juramento de Fidelidad a la Bandera Nacional","Departamento de Recursos Humanos de la Red de Atención Primaria de Rocha, sito en la calle 18 de Julio Nº 1960 en el horario de 09:00 a 12:00 horas desde el día 17 de setiembre hasta el día 7 de octubre 2020 inclusive.-","Departamento de Recursos Humanos de la Red de Atención Primaria de Rocha, sito en la calle 18 de Julio Nº 1960 en el horario de 09:00 a 12:00 horas desde el día 17 de setiembre hasta el día 7 de octubre 2020 inclusive.-",44722727 - 44757407,Administración de Servicios de Salud del Estado - Red de At.Primaria de Rocha,"Se Valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la Función y Evaluación de Desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial Cívica.Certificado registrado y habilitado en el M.S.P.Curriculum vitae y documentación probatoria de méritos y antecedentes."
6765/2020,REG ASPIRANTES AUX FARMACIA CASTILLOS - Administración de Servicios de Salud del Estado - Red de At.Primaria de Rocha,07/10/2020,17/09/2020,Asistente/Auxiliar,Contratado,18 MESES SUJETOS A EVALUACION,VER BASES,Ser ciudadano/a Natural ó Legal.Certificado de Auxiliar de Farmacia registrado y habilitado en M.S.P.Currículum vitae con documentación probatoria foliado (méritos y antecedentes) No poseer antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).Haber prestado Juramento de Fidelidad a la Bandera Nacional.,"Departamento de Recursos Humanos de la Red de Atención Primaria de Rocha sito en la calle 18 de Julio Nº 1960 de Rocha, en el horario de 09:00 a 12:00 horas desde el día 17 de setiembre hasta el 7 de octubre de 2020, inclusive","Departamento de Recursos Humanos de la Red de Atención Primaria de Rocha sito en la calle 18 de Julio Nº 1960 de Rocha, en el horario de 09:00 a 12:00 horas desde el día 17 de setiembre hasta el 7 de octubre de 2020, inclusive",44722727 - 44757407,Administración de Servicios de Salud del Estado - Red de At.Primaria de Rocha,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la función y Evaluación de Desempeño. Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial CívicaCertificado Habilitado y registrado en M.S.P.Curriculum vitae y documentación probatoria de méritos y antecedentes."
6766/2020,Aux Enfermeria Mal Abrigo Reg Aspirantes - Administración de Servicios de Salud del Estado - Red de At.Primaria de San José,05/10/2020,21/09/2020,Asistente/Auxiliar,Contratado,18 meses sujeto evaluación de desempeño,Ver bases adjutas al llamado de Aux. Enfermeria para Localidad Mal Abrigo,Ser ciudadano/a Natural o Legal.Título de Auxiliar de Enfermería registrado y habilitado por el MSP.Curriculum Vitae con documentación probatoria foliados (méritos y antecedentes)No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública yque revistan gravedad (al momento de la contratación).Haber prestado juramento de fidelidad a la Bandera NacionalResidir en la Localidad o en un radio de 20km.,"Departamento de Recursos Humanos de la Red de Atención Primaria de San José, sito en Artigas 626, Libertad, desde el día 21/09 hasta el 05/10 de 2020, en el horario de 10:00 a 13:30 hs.","Departamento de Recursos Humanos de la Red de Atención Primaria de San José, sito en Artigas 626, Libertad,",43454074 int. 204,Administración de Servicios de Salud del Estado - Red de At.Primaria de San José,"Se valorará:. Escolaridad, capacitación complementaria, antigüedad en la función yevaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial CívicaTítulo habilitado y registrado en MSPCurriculum vitae con documentación probatoria de méritos y antecedentesConstancia de domicilio."
6767/2020,Aux Enfermeria Mal Abrigo Suplente - Administración de Servicios de Salud del Estado - Red de At.Primaria de San José,05/10/2020,21/09/2020,Asistente/Auxiliar,Contratado,Suplencias,Ver bases adjuntas del llamado de Auxiliar de Enfermeria Mal Abrigo suplente,Ser ciudadano/a Natural o Legal.Título de Auxiliar de Enfermería registrado y habilitado por el MSP.Curriculum Vitae con documentación probatoria foliados (méritos y antecedentes)No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública yque revistan gravedad (al momento de la contratación).Haber prestado juramento de fidelidad a la Bandera NacionalResidir en la Localidad o en un radio de 20km.,"Departamento de Recursos Humanos de la Red de Atención Primaria de San José, sito en Artigas 626, Libertad, desde el día 21/09 hasta el 05/10 de 2020, en el horario de 10:00 a 13:30 hs.","Departamento de Recursos Humanos de la Red de Atención Primaria de San José, sito en Artigas 626, Libertad,",43454074 int. 204,Administración de Servicios de Salud del Estado - Red de At.Primaria de San José,"Se valorará:. Escolaridad, capacitación complementaria, antigüedad en la función yevaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial CívicaTítulo habilitado y registrado en MSPCurriculum vitae con documentación probatoria de méritos y antecedentesConstancia de domicilio."
6768/2020,Médico Cirujano - Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,06/10/2020,22/09/2020,Profesionales,Contratado,18 meses sujeto evaluación de desempeño,Ver bases,Ser ciudadano/a Natural ó Legal.Título de Médico Cirujano registrado y habilitado por el M.S.P ó Título de Médico General en iguales condiciones cursando Posgrado ó Residencia en Cirugía con Constancia de la Cátedra.Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº 18591-Art.2) No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).Curriculum Vitae y documentación probatoria foliada (méritos y antecedentes).,"Los interesados deberán concurrir al Departamento de personal del Centro Departamental de Soriano, sito en Sánchez 204, en el horario de 09 a 12:00 horas desde el día 22 de Setiembre al 6 de Octubre de 2020 inclusive","Los interesados deberán concurrir al Departamento de personal del Centro Departamental de Soriano, sito en Sánchez 204",45322177 int 184,Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la Función y Evaluación de desempeño."
6769/2020,Médico Ginecólogo - Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,06/10/2020,22/09/2020,Profesionales,Contratado,18 meses sujeto evaluación de desempeño,Ver bases,Ser ciudadano/a Natural ó Legal.Título de Médico Ginecólogo registrado y habilitado por el M.S.P ó Título de Médico General en iguales condiciones cursando Posgrado ó Residencia en Ginecología con Constancia de la Cátedra.Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº 18591-Art.2) No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).Curriculum Vitae y documentación probatoria foliada (méritos y antecedentes).,"Los interesados deberán concurrir al Departamento de personal del Centro Departamental de Soriano, sito en Sánchez 204, en el horario de 09 a 12:00 horas desde el día 22 de Setiembre al 6 de Octubre de 2020 inclusive","Los interesados deberán concurrir al Departamento de personal del Centro Departamental de Soriano, sito en Sánchez 204",45322177 int 184,Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la Función y Evaluación de desempeño."
6770/2020,Médico Imagenólogo - Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,06/10/2020,22/09/2020,Profesionales,Contratado,18 meses sujeto evaluación de desempeño,Ver bases,: Ser ciudadano/a Natural ó Legal.Título de Médico Imagenologo registrado y habilitado por el M.S.P ó Título de Médico General en iguales condiciones cursando Posgrado ó Residencia en Imagenologia con Constancia de la Cátedra.Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº 18591-Art.2) No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).Curriculum Vitae y documentación probatoria foliada (méritos y antecedentes).,"Los interesados deberán concurrir al Departamento de personal del Centro Departamental de Soriano, sito en Sánchez 204, en el horario de 09 a 12:00 horas desde el día 22 de Setiembre al 6 de octubre de 2020 inclusive","Los interesados deberán concurrir al Departamento de personal del Centro Departamental de Soriano, sito en Sánchez 204",45322177 int 184,Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la Función y Evaluación de desempeño"
6771/2020,Médico Psiquiatra - Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,06/10/2020,22/09/2020,Profesionales,Contratado,18 meses sujeto evaluación de desempeño,Ver bases,"Ser ciudadano/a Natural o Legal.Título de Médico Psiquiatra registrado y habilitado en el M.S.P. o Título de Médico General en iguales condiciones cursando 3er año de la Residencia o el Posgrado con 6 semestres aprobados con constancia de la cátedra de Psiquiatría.Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley N.º 18.591 – Art.2)Curriculum Vitae con documentación probatoria foliado (méritos, antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la Contratación).","Los interesados deberán concurrir a la oficina de Personal de Recursos Humanos del Hospital Mercedes, sito en Florencio Sánchez 204 en el horario de 09:00 a 12:00 desde el día 22 de setiembre hasta el 6 de octubre de 2020 inclusive","Los interesados deberán concurrir a la oficina de Personal de Recursos Humanos del Hospital Mercedes, sito en Florencio Sánchez 204",45322177 int 184,Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,"Se Valorará: Escolaridad, Capacitación complementaria, Antigüedad en la función y evaluación de desempeño."
